hour_of_year,timestamp,load_mwh,wind_speed_m_s,solar_radiation_kw_m2
451,2023-01-19 18:00:00,39.91780176385257,10.91,0.131
452,2023-01-19 19:00:00,39.91780176385257,11.18,0.007
453,2023-01-19 20:00:00,39.51862374621405,11.4,0.0
454,2023-01-19 21:00:00,37.52273365802141,11.45,0.0
455,2023-01-19 22:00:00,33.53095348163616,11.41,0.0
456,2023-01-19 23:00:00,33.131775463997634,10.83,0.0
457,2023-01-20 00:00:00,31.135885375805,10.63,0.0
458,2023-01-20 01:00:00,29.18989253981719,10.85,0.0
459,2023-01-20 02:00:00,30.35748824140988,11.05,0.0
460,2023-01-20 03:00:00,31.135885375805,11.25,0.0
461,2023-01-20 04:00:00,32.303481077397684,11.52,0.0
462,2023-01-20 05:00:00,33.47107677899038,11.55,0.0
463,2023-01-20 06:00:00,34.63867248058306,11.5,0.0
464,2023-01-20 07:00:00,35.02787104778063,11.59,0.0
465,2023-01-20 08:00:00,35.80626818217576,11.41,0.047
466,2023-01-20 09:00:00,36.97386388376844,11.63,0.229
467,2023-01-20 10:00:00,36.58466531657088,11.49,0.43
468,2023-01-20 11:00:00,37.363062450966005,10.7,0.62
469,2023-01-20 12:00:00,37.363062450966005,9.98,0.752
470,2023-01-20 13:00:00,36.58466531657088,9.94,0.794
471,2023-01-20 14:00:00,35.02787104778063,9.84,0.774
472,2023-01-20 15:00:00,35.02787104778063,9.75,0.674
473,2023-01-20 16:00:00,36.19546674937332,9.48,0.544
474,2023-01-20 17:00:00,37.363062450966005,9.3,0.332
475,2023-01-20 18:00:00,38.91985671975626,8.94,0.13
476,2023-01-20 19:00:00,38.91985671975626,8.56,0.007
477,2023-01-20 20:00:00,38.5306581525587,9.66,0.0
478,2023-01-20 21:00:00,36.58466531657088,9.97,0.0
479,2023-01-20 22:00:00,32.69267964459525,10.06,0.0
480,2023-01-20 23:00:00,32.303481077397684,10.24,0.0
481,2023-01-21 00:00:00,21.929243576990046,10.02,0.0
482,2023-01-21 01:00:00,20.558665853428167,9.8,0.0
483,2023-01-21 02:00:00,21.381012487565297,9.89,0.0
484,2023-01-21 03:00:00,21.929243576990046,9.66,0.0
485,2023-01-21 04:00:00,22.751590211127173,10.33,0.0
486,2023-01-21 05:00:00,23.573936845264303,9.88,0.0
487,2023-01-21 06:00:00,24.396283479401426,10.38,0.0
488,2023-01-21 07:00:00,24.67039902411381,10.33,0.0
489,2023-01-21 08:00:00,25.218630113538552,10.16,0.035
490,2023-01-21 09:00:00,26.04097674767568,10.62,0.183
491,2023-01-21 10:00:00,25.766861202963312,9.71,0.425
492,2023-01-21 11:00:00,26.31509229238806,10.24,0.607
493,2023-01-21 12:00:00,26.31509229238806,9.84,0.688
494,2023-01-21 13:00:00,25.766861202963312,9.58,0.751
495,2023-01-21 14:00:00,24.67039902411381,9.42,0.755
496,2023-01-21 15:00:00,24.67039902411381,9.08,0.686
497,2023-01-21 16:00:00,25.49274565825093,9.18,0.543
498,2023-01-21 17:00:00,26.31509229238806,8.93,0.317
499,2023-01-21 18:00:00,27.41155447123756,8.22,0.125
500,2023-01-21 19:00:00,27.41155447123756,7.82,0.008
501,2023-01-21 20:00:00,27.13743892652518,8.35,0.0
502,2023-01-21 21:00:00,25.766861202963312,7.91,0.0
503,2023-01-21 22:00:00,23.02570575583956,8.01,0.0
504,2023-01-21 23:00:00,22.751590211127173,7.47,0.0
505,2023-01-22 00:00:00,21.23946396251068,7.66,0.0
506,2023-01-22 01:00:00,19.91199746485376,7.18,0.0
507,2023-01-22 02:00:00,20.70847736344791,6.87,0.0
508,2023-01-22 03:00:00,21.23946396251068,8.35,0.0
509,2023-01-22 04:00:00,22.03594386110483,7.5,0.0
510,2023-01-22 05:00:00,22.83242375969898,7.31,0.0
511,2023-01-22 06:00:00,23.62890365829313,6.68,0.0
512,2023-01-22 07:00:00,23.89439695782451,6.31,0.0
513,2023-01-22 08:00:00,24.42538355688728,6.77,0.043
514,2023-01-22 09:00:00,25.221863455481422,7.46,0.164
515,2023-01-22 10:00:00,24.95637015595005,7.87,0.304
516,2023-01-22 11:00:00,25.48735675501281,7.75,0.378
517,2023-01-22 12:00:00,25.48735675501281,7.87,0.766
518,2023-01-22 13:00:00,24.95637015595005,7.69,0.837
519,2023-01-22 14:00:00,23.89439695782451,8.77,0.824
520,2023-01-22 15:00:00,23.89439695782451,9.12,0.735
521,2023-01-22 16:00:00,24.690876856418654,8.51,0.557
522,2023-01-22 17:00:00,25.48735675501281,8.26,0.354
523,2023-01-22 18:00:00,26.549329953138344,7.54,0.143
524,2023-01-22 19:00:00,26.549329953138344,7.18,0.008
525,2023-01-22 20:00:00,26.28383665360696,6.82,0.0
526,2023-01-22 21:00:00,24.95637015595005,6.36,0.0
527,2023-01-22 22:00:00,22.30143716063621,7.08,0.0
528,2023-01-22 23:00:00,22.03594386110483,6.61,0.0
529,2023-01-23 00:00:00,30.082055409239292,6.32,0.0
530,2023-01-23 01:00:00,28.20192694616184,6.13,0.0
531,2023-01-23 02:00:00,29.330004024008307,5.76,0.0
532,2023-01-23 03:00:00,30.082055409239292,5.59,0.0
533,2023-01-23 04:00:00,31.210132487085765,5.42,0.0
534,2023-01-23 05:00:00,32.33820956493224,5.33,0.0
535,2023-01-23 06:00:00,33.46628664277871,5.79,0.0
536,2023-01-23 07:00:00,33.842312335394205,5.97,0.0
537,2023-01-23 08:00:00,34.59436372062519,6.43,0.048
538,2023-01-23 09:00:00,35.72244079847166,7.15,0.226
539,2023-01-23 10:00:00,35.346415105856174,7.56,0.403
540,2023-01-23 11:00:00,36.09846649108715,7.35,0.624
541,2023-01-23 12:00:00,36.09846649108715,7.8,0.767
542,2023-01-23 13:00:00,35.346415105856174,8.01,0.769
543,2023-01-23 14:00:00,33.842312335394205,8.03,0.795
544,2023-01-23 15:00:00,33.842312335394205,8.04,0.718
545,2023-01-23 16:00:00,34.97038941324068,8.05,0.569
546,2023-01-23 17:00:00,36.09846649108715,7.79,0.363
547,2023-01-23 18:00:00,37.60256926154912,7.45,0.142
548,2023-01-23 19:00:00,37.60256926154912,7.61,0.009
549,2023-01-23 20:00:00,37.22654356893362,7.4,0.0
550,2023-01-23 21:00:00,35.346415105856174,7.06,0.0
551,2023-01-23 22:00:00,31.58615817970125,6.77,0.0
552,2023-01-23 23:00:00,31.210132487085765,6.33,0.0
553,2023-01-24 00:00:00,31.327490824271496,5.82,0.0
554,2023-01-24 01:00:00,29.36952264775453,5.36,0.0
555,2023-01-24 02:00:00,30.5443035536647,5.14,0.0
556,2023-01-24 03:00:00,31.327490824271496,5.4,0.0
557,2023-01-24 04:00:00,32.502271730181675,5.43,0.0
558,2023-01-24 05:00:00,33.67705263609186,5.25,0.0
559,2023-01-24 06:00:00,34.85183354200204,5.22,0.0
560,2023-01-24 07:00:00,35.243427177305435,5.6,0.0
561,2023-01-24 08:00:00,36.02661444791222,5.97,0.05
562,2023-01-24 09:00:00,37.2013953538224,5.63,0.244
563,2023-01-24 10:00:00,36.809801718519005,5.95,0.45
564,2023-01-24 11:00:00,37.59298898912579,5.96,0.642
565,2023-01-24 12:00:00,37.59298898912579,5.69,0.772
566,2023-01-24 13:00:00,36.809801718519005,5.5,0.823
567,2023-01-24 14:00:00,35.243427177305435,4.84,0.813
568,2023-01-24 15:00:00,35.243427177305435,3.91,0.728
569,2023-01-24 16:00:00,36.41820808321561,3.58,0.575
570,2023-01-24 17:00:00,37.59298898912579,3.07,0.36
571,2023-01-24 18:00:00,39.15936353033937,3.42,0.145
572,2023-01-24 19:00:00,39.15936353033937,4.0,0.009
573,2023-01-24 20:00:00,38.767769895035975,4.72,0.0
574,2023-01-24 21:00:00,36.809801718519005,5.01,0.0
575,2023-01-24 22:00:00,32.89386536548506,3.98,0.0
576,2023-01-24 23:00:00,32.502271730181675,2.72,0.0
577,2023-01-25 00:00:00,30.529134788994448,2.53,0.0
578,2023-01-25 01:00:00,28.62106386468229,2.5,0.0
579,2023-01-25 02:00:00,29.765906419269584,2.09,0.0
580,2023-01-25 03:00:00,30.529134788994448,2.02,0.0
581,2023-01-25 04:00:00,31.673977343581736,2.6,0.0
582,2023-01-25 05:00:00,32.81881989816903,2.8,0.0
583,2023-01-25 06:00:00,33.963662452756324,3.42,0.0
584,2023-01-25 07:00:00,34.34527663761875,3.65,0.0
585,2023-01-25 08:00:00,35.10850500734361,3.11,0.048
586,2023-01-25 09:00:00,36.253347561930894,2.9,0.229
587,2023-01-25 10:00:00,35.871733377068466,3.18,0.458
588,2023-01-25 11:00:00,36.63496174679333,3.55,0.648
589,2023-01-25 12:00:00,36.63496174679333,2.97,0.716
590,2023-01-25 13:00:00,35.871733377068466,2.02,0.81
591,2023-01-25 14:00:00,34.34527663761875,1.61,0.791
592,2023-01-25 15:00:00,34.34527663761875,1.25,0.716
593,2023-01-25 16:00:00,35.49011919220604,0.8,0.563
594,2023-01-25 17:00:00,36.63496174679333,1.7,0.357
595,2023-01-25 18:00:00,38.16141848624306,3.04,0.145
596,2023-01-25 19:00:00,38.16141848624306,4.59,0.01
597,2023-01-25 20:00:00,37.77980430138062,5.4,0.0
598,2023-01-25 21:00:00,35.871733377068466,4.82,0.0
599,2023-01-25 22:00:00,32.05559152844417,4.83,0.0
600,2023-01-25 23:00:00,31.673977343581736,4.44,0.0
601,2023-01-26 00:00:00,31.934241411082056,3.64,0.0
602,2023-01-26 01:00:00,29.938351322889424,3.1,0.0
603,2023-01-26 02:00:00,31.135885375805,2.42,0.0
604,2023-01-26 03:00:00,31.934241411082056,1.56,0.0
605,2023-01-26 04:00:00,33.131775463997634,1.12,0.0
606,2023-01-26 05:00:00,34.329309516913206,1.9,0.0
607,2023-01-26 06:00:00,35.526843569828785,2.43,0.0
608,2023-01-26 07:00:00,35.92602158746731,2.57,0.0
609,2023-01-26 08:00:00,36.72437762274437,2.53,0.048
610,2023-01-26 09:00:00,37.921911675659935,2.6,0.225
611,2023-01-26 10:00:00,37.52273365802141,2.47,0.455
612,2023-01-26 11:00:00,38.32108969329847,3.58,0.642
613,2023-01-26 12:00:00,38.32108969329847,3.82,0.775
614,2023-01-26 13:00:00,37.52273365802141,3.96,0.827
615,2023-01-26 14:00:00,35.92602158746731,3.81,0.808
616,2023-01-26 15:00:00,35.92602158746731,3.14,0.718
617,2023-01-26 16:00:00,37.12355564038289,3.38,0.562
618,2023-01-26 17:00:00,38.32108969329847,4.43,0.359
619,2023-01-26 18:00:00,39.91780176385257,5.59,0.143
620,2023-01-26 19:00:00,39.91780176385257,6.3,0.01
621,2023-01-26 20:00:00,39.51862374621405,6.71,0.0
622,2023-01-26 21:00:00,37.52273365802141,7.0,0.0
623,2023-01-26 22:00:00,33.53095348163616,7.51,0.0
624,2023-01-26 23:00:00,33.131775463997634,7.03,0.0
625,2023-01-27 00:00:00,31.135885375805,7.16,0.0
626,2023-01-27 01:00:00,29.18989253981719,7.07,0.0
627,2023-01-27 02:00:00,30.35748824140988,6.77,0.0
628,2023-01-27 03:00:00,31.135885375805,6.65,0.0
629,2023-01-27 04:00:00,32.303481077397684,7.11,0.0
630,2023-01-27 05:00:00,33.47107677899038,7.2,0.0
631,2023-01-27 06:00:00,34.63867248058306,7.6,0.0
632,2023-01-27 07:00:00,35.02787104778063,7.61,0.0
633,2023-01-27 08:00:00,35.80626818217576,7.5,0.05
634,2023-01-27 09:00:00,36.97386388376844,7.18,0.243
635,2023-01-27 10:00:00,36.58466531657088,7.42,0.459
636,2023-01-27 11:00:00,37.363062450966005,7.18,0.642
637,2023-01-27 12:00:00,37.363062450966005,6.94,0.767
638,2023-01-27 13:00:00,36.58466531657088,7.18,0.825
639,2023-01-27 14:00:00,35.02787104778063,7.52,0.805
640,2023-01-27 15:00:00,35.02787104778063,7.74,0.715
641,2023-01-27 16:00:00,36.19546674937332,8.1,0.561
642,2023-01-27 17:00:00,37.363062450966005,8.65,0.36
643,2023-01-27 18:00:00,38.91985671975626,8.91,0.146
644,2023-01-27 19:00:00,38.91985671975626,9.26,0.01
645,2023-01-27 20:00:00,38.5306581525587,9.39,0.0
646,2023-01-27 21:00:00,36.58466531657088,9.65,0.0
647,2023-01-27 22:00:00,32.69267964459525,9.9,0.0
648,2023-01-27 23:00:00,32.303481077397684,10.6,0.0
649,2023-01-28 00:00:00,21.929243576990046,10.65,0.0
650,2023-01-28 01:00:00,20.558665853428167,10.36,0.0
651,2023-01-28 02:00:00,21.381012487565297,10.58,0.0
652,2023-01-28 03:00:00,21.929243576990046,10.94,0.0
653,2023-01-28 04:00:00,22.751590211127173,10.96,0.0
654,2023-01-28 05:00:00,23.573936845264303,11.02,0.0
655,2023-01-28 06:00:00,24.396283479401426,11.1,0.0
656,2023-01-28 07:00:00,24.67039902411381,10.72,0.0
657,2023-01-28 08:00:00,25.218630113538552,10.36,0.05
658,2023-01-28 09:00:00,26.04097674767568,9.84,0.239
659,2023-01-28 10:00:00,25.766861202963312,9.93,0.459
660,2023-01-28 11:00:00,26.31509229238806,10.6,0.645
661,2023-01-28 12:00:00,26.31509229238806,10.78,0.768
662,2023-01-28 13:00:00,25.766861202963312,10.96,0.829
663,2023-01-28 14:00:00,24.67039902411381,10.69,0.816
664,2023-01-28 15:00:00,24.67039902411381,10.51,0.723
665,2023-01-28 16:00:00,25.49274565825093,10.47,0.573
666,2023-01-28 17:00:00,26.31509229238806,10.11,0.371
667,2023-01-28 18:00:00,27.41155447123756,10.02,0.152
668,2023-01-28 19:00:00,27.41155447123756,10.65,0.011
669,2023-01-28 20:00:00,27.13743892652518,10.78,0.0
670,2023-01-28 21:00:00,25.766861202963312,10.69,0.0
671,2023-01-28 22:00:00,23.02570575583956,9.98,0.0
672,2023-01-28 23:00:00,22.751590211127173,9.75,0.0
673,2023-01-29 00:00:00,21.23946396251068,8.59,0.0
674,2023-01-29 01:00:00,19.91199746485376,8.68,0.0
675,2023-01-29 02:00:00,20.70847736344791,9.04,0.0
676,2023-01-29 03:00:00,21.23946396251068,9.17,0.0
677,2023-01-29 04:00:00,22.03594386110483,8.86,0.0
678,2023-01-29 05:00:00,22.83242375969898,8.65,0.0
679,2023-01-29 06:00:00,23.62890365829313,9.18,0.0
680,2023-01-29 07:00:00,23.89439695782451,10.15,0.0
681,2023-01-29 08:00:00,24.42538355688728,10.69,0.05
682,2023-01-29 09:00:00,25.221863455481422,11.5,0.236
683,2023-01-29 10:00:00,24.95637015595005,12.19,0.444
684,2023-01-29 11:00:00,25.48735675501281,12.04,0.644
685,2023-01-29 12:00:00,25.48735675501281,11.63,0.769
686,2023-01-29 13:00:00,24.95637015595005,10.92,0.806
687,2023-01-29 14:00:00,23.89439695782451,10.47,0.801
688,2023-01-29 15:00:00,23.89439695782451,10.33,0.711
689,2023-01-29 16:00:00,24.690876856418654,10.2,0.576
690,2023-01-29 17:00:00,25.48735675501281,10.24,0.359
691,2023-01-29 18:00:00,26.549329953138344,10.39,0.148
692,2023-01-29 19:00:00,26.549329953138344,10.82,0.011
693,2023-01-29 20:00:00,26.28383665360696,11.05,0.0
694,2023-01-29 21:00:00,24.95637015595005,11.11,0.0
695,2023-01-29 22:00:00,22.30143716063621,10.86,0.0
696,2023-01-29 23:00:00,22.03594386110483,10.24,0.0
697,2023-01-30 00:00:00,30.082055409239292,10.29,0.0
698,2023-01-30 01:00:00,28.20192694616184,10.26,0.0
699,2023-01-30 02:00:00,29.330004024008307,9.53,0.0
700,2023-01-30 03:00:00,30.082055409239292,9.14,0.0
701,2023-01-30 04:00:00,31.210132487085765,8.94,0.0
702,2023-01-30 05:00:00,32.33820956493224,8.49,0.0
703,2023-01-30 06:00:00,33.46628664277871,8.77,0.0
704,2023-01-30 07:00:00,33.842312335394205,8.88,0.0
705,2023-01-30 08:00:00,34.59436372062519,9.07,0.047
706,2023-01-30 09:00:00,35.72244079847166,9.68,0.216
707,2023-01-30 10:00:00,35.346415105856174,9.49,0.429
708,2023-01-30 11:00:00,36.09846649108715,8.81,0.644
709,2023-01-30 12:00:00,36.09846649108715,8.58,0.758
710,2023-01-30 13:00:00,35.346415105856174,8.66,0.838
711,2023-01-30 14:00:00,33.842312335394205,8.39,0.799
712,2023-01-30 15:00:00,33.842312335394205,8.41,0.71
713,2023-01-30 16:00:00,34.97038941324068,8.38,0.577
714,2023-01-30 17:00:00,36.09846649108715,7.9,0.372
715,2023-01-30 18:00:00,37.60256926154912,7.81,0.154
716,2023-01-30 19:00:00,37.60256926154912,8.21,0.012
717,2023-01-30 20:00:00,37.22654356893362,8.7,0.0
718,2023-01-30 21:00:00,35.346415105856174,9.01,0.0
719,2023-01-30 22:00:00,31.58615817970125,9.43,0.0
720,2023-01-30 23:00:00,31.210132487085765,8.64,0.0
721,2023-01-31 00:00:00,31.327490824271496,8.49,0.0
722,2023-01-31 01:00:00,29.36952264775453,8.2,0.0
723,2023-01-31 02:00:00,30.5443035536647,8.13,0.0
724,2023-01-31 03:00:00,31.327490824271496,7.64,0.0
725,2023-01-31 04:00:00,32.502271730181675,7.57,0.0
726,2023-01-31 05:00:00,33.67705263609186,7.38,0.0
727,2023-01-31 06:00:00,34.85183354200204,7.14,0.0
728,2023-01-31 07:00:00,35.243427177305435,7.22,0.0
729,2023-01-31 08:00:00,36.02661444791222,7.58,0.047
730,2023-01-31 09:00:00,37.2013953538224,7.98,0.22
731,2023-01-31 10:00:00,36.809801718519005,8.13,0.442
732,2023-01-31 11:00:00,37.59298898912579,7.82,0.655
733,2023-01-31 12:00:00,37.59298898912579,8.32,0.789
734,2023-01-31 13:00:00,36.809801718519005,8.81,0.849
735,2023-01-31 14:00:00,35.243427177305435,9.08,0.831
736,2023-01-31 15:00:00,35.243427177305435,9.3,0.735
737,2023-01-31 16:00:00,36.41820808321561,9.44,0.585
738,2023-01-31 17:00:00,37.59298898912579,9.7,0.368
739,2023-01-31 18:00:00,39.15936353033937,9.94,0.156
740,2023-01-31 19:00:00,39.15936353033937,10.58,0.012
741,2023-01-31 20:00:00,38.767769895035975,11.47,0.0
742,2023-01-31 21:00:00,36.809801718519005,11.54,0.0
743,2023-01-31 22:00:00,32.89386536548506,11.24,0.0
744,2023-01-31 23:00:00,32.502271730181675,10.46,0.0
745,2023-02-01 00:00:00,31.48972892963176,10.1,0.0
746,2023-02-01 01:00:00,29.521620871529777,9.76,0.0
747,2023-02-01 02:00:00,30.70248570639096,9.68,0.0
748,2023-02-01 03:00:00,31.48972892963176,9.65,0.0
749,2023-02-01 04:00:00,32.67059376449295,9.35,0.0
750,2023-02-01 05:00:00,33.85145859935414,9.51,0.0
751,2023-02-01 06:00:00,35.03232343421533,9.66,0.0
752,2023-02-01 07:00:00,35.425945045835725,9.66,0.0
753,2023-02-01 08:00:00,36.21318826907652,9.43,0.051
754,2023-02-01 09:00:00,37.39405310393771,9.82,0.252
755,2023-02-01 10:00:00,37.00043149231732,9.78,0.475
756,2023-02-01 11:00:00,37.78767471555811,9.54,0.665
757,2023-02-01 12:00:00,37.78767471555811,9.36,0.777
758,2023-02-01 13:00:00,37.00043149231732,9.76,0.844
759,2023-02-01 14:00:00,35.425945045835725,10.16,0.827
760,2023-02-01 15:00:00,35.425945045835725,10.35,0.739
761,2023-02-01 16:00:00,36.60680988069692,10.29,0.587
762,2023-02-01 17:00:00,37.78767471555811,10.15,0.383
763,2023-02-01 18:00:00,39.3621611620397,9.98,0.161
764,2023-02-01 19:00:00,39.3621611620397,10.17,0.013
765,2023-02-01 20:00:00,38.9685395504193,10.58,0.0
766,2023-02-01 21:00:00,37.00043149231732,11.09,0.0
767,2023-02-01 22:00:00,33.064215376113346,11.45,0.0
768,2023-02-01 23:00:00,32.67059376449295,10.96,0.0
769,2023-02-02 00:00:00,32.93904699752276,10.87,0.0
770,2023-02-02 01:00:00,30.88035656017759,10.96,0.0
771,2023-02-02 02:00:00,32.115570822584694,10.78,0.0
772,2023-02-02 03:00:00,32.93904699752276,10.69,0.0
773,2023-02-02 04:00:00,34.174261259929864,10.69,0.0
774,2023-02-02 05:00:00,35.40947552233696,11.14,0.0
775,2023-02-02 06:00:00,36.64468978474408,11.68,0.0
776,2023-02-02 07:00:00,37.05642787221311,12.08,0.0
777,2023-02-02 08:00:00,37.87990404715117,12.08,0.054
778,2023-02-02 09:00:00,39.11511830955828,11.63,0.252
779,2023-02-02 10:00:00,38.70338022208925,10.83,0.476
780,2023-02-02 11:00:00,39.52685639702731,10.94,0.663
781,2023-02-02 12:00:00,39.52685639702731,11.07,0.795
782,2023-02-02 13:00:00,38.70338022208925,11.33,0.852
783,2023-02-02 14:00:00,37.05642787221311,11.49,0.834
784,2023-02-02 15:00:00,37.05642787221311,11.26,0.749
785,2023-02-02 16:00:00,38.29164213462021,11.13,0.594
786,2023-02-02 17:00:00,39.52685639702731,10.88,0.385
787,2023-02-02 18:00:00,41.173808746903454,11.07,0.164
788,2023-02-02 19:00:00,41.173808746903454,11.48,0.013
789,2023-02-02 20:00:00,40.76207065943442,11.86,0.0
790,2023-02-02 21:00:00,38.70338022208925,11.68,0.0
791,2023-02-02 22:00:00,34.585999347398904,11.36,0.0
792,2023-02-02 23:00:00,34.174261259929864,9.57,0.0
793,2023-02-03 00:00:00,32.115570822584694,8.6,0.0
794,2023-02-03 01:00:00,30.10834764617315,8.16,0.0
795,2023-02-03 02:00:00,31.312681552020077,8.55,0.0
796,2023-02-03 03:00:00,32.115570822584694,8.73,0.0
797,2023-02-03 04:00:00,33.31990472843162,8.92,0.0
798,2023-02-03 05:00:00,34.52423863427855,9.65,0.0
799,2023-02-03 06:00:00,35.72857254012547,9.7,0.0
800,2023-02-03 07:00:00,36.13001717540778,10.07,0.0
801,2023-02-03 08:00:00,36.93290644597239,10.55,0.053
802,2023-02-03 09:00:00,38.13724035181932,10.77,0.256
803,2023-02-03 10:00:00,37.73579571653701,10.92,0.484
804,2023-02-03 11:00:00,38.538684987101625,9.44,0.674
805,2023-02-03 12:00:00,38.538684987101625,9.37,0.807
806,2023-02-03 13:00:00,37.73579571653701,9.52,0.868
807,2023-02-03 14:00:00,36.13001717540778,9.46,0.851
808,2023-02-03 15:00:00,36.13001717540778,9.87,0.759
809,2023-02-03 16:00:00,37.3343510812547,9.77,0.597
810,2023-02-03 17:00:00,38.538684987101625,9.6,0.386
811,2023-02-03 18:00:00,40.14446352823087,9.2,0.167
812,2023-02-03 19:00:00,40.14446352823087,9.24,0.014
813,2023-02-03 20:00:00,39.74301889294856,9.34,0.0
814,2023-02-03 21:00:00,37.73579571653701,9.36,0.0
815,2023-02-03 22:00:00,33.72134936371393,9.8,0.0
816,2023-02-03 23:00:00,33.31990472843162,10.15,0.0
817,2023-02-04 00:00:00,22.61924357319888,10.63,0.0
818,2023-02-04 01:00:00,21.20554084987395,10.37,0.0
819,2023-02-04 02:00:00,22.05376248386891,10.12,0.0
820,2023-02-04 03:00:00,22.61924357319888,9.56,0.0
821,2023-02-04 04:00:00,23.46746520719384,9.1,0.0
822,2023-02-04 05:00:00,24.3156868411888,8.9,0.0
823,2023-02-04 06:00:00,25.16390847518376,9.08,0.0
824,2023-02-04 07:00:00,25.446649019848746,9.62,0.0
825,2023-02-04 08:00:00,26.012130109178717,9.96,0.051
826,2023-02-04 09:00:00,26.86035174317367,10.38,0.235
827,2023-02-04 10:00:00,26.577611198508684,10.92,0.44
828,2023-02-04 11:00:00,27.143092287838652,11.13,0.624
829,2023-02-04 12:00:00,27.143092287838652,10.92,0.729
830,2023-02-04 13:00:00,26.577611198508684,10.14,0.842
831,2023-02-04 14:00:00,25.446649019848746,9.86,0.847
832,2023-02-04 15:00:00,25.446649019848746,9.73,0.659
833,2023-02-04 16:00:00,26.29487065384369,9.55,0.431
834,2023-02-04 17:00:00,27.143092287838652,9.75,0.388
835,2023-02-04 18:00:00,28.274054466498605,9.96,0.171
836,2023-02-04 19:00:00,28.274054466498605,9.98,0.013
837,2023-02-04 20:00:00,27.991313921833616,9.75,0.0
838,2023-02-04 21:00:00,26.577611198508684,9.73,0.0
839,2023-02-04 22:00:00,23.75020575185883,9.6,0.0
840,2023-02-04 23:00:00,23.46746520719384,9.9,0.0
841,2023-02-05 00:00:00,21.907760158052398,10.11,0.0
842,2023-02-05 01:00:00,20.53852514817412,10.02,0.0
843,2023-02-05 02:00:00,21.36006615410108,10.2,0.0
844,2023-02-05 03:00:00,21.907760158052398,10.11,0.0
845,2023-02-05 04:00:00,22.729301163979358,10.38,0.0
846,2023-02-05 05:00:00,23.55084216990632,10.6,0.0
847,2023-02-05 06:00:00,24.372383175833285,10.91,0.0
848,2023-02-05 07:00:00,24.64623017780894,11.32,0.0
849,2023-02-05 08:00:00,25.19392418176025,11.36,0.057
850,2023-02-05 09:00:00,26.01546518768721,10.67,0.263
851,2023-02-05 10:00:00,25.74161818571156,10.32,0.49
852,2023-02-05 11:00:00,26.28931218966287,9.32,0.682
853,2023-02-05 12:00:00,26.28931218966287,8.96,0.811
854,2023-02-05 13:00:00,25.74161818571156,8.94,0.873
855,2023-02-05 14:00:00,24.64623017780894,8.96,0.858
856,2023-02-05 15:00:00,24.64623017780894,9.08,0.769
857,2023-02-05 16:00:00,25.467771183735906,9.03,0.611
858,2023-02-05 17:00:00,26.28931218966287,9.35,0.402
859,2023-02-05 18:00:00,27.384700197565483,9.71,0.171
