hour_of_year,timestamp,wind_speed_100m_m_s,solar_radiation_w_m2,solar_radiation_kw_m2,source
6484,2023-09-28 03:00:00,4.3,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6485,2023-09-28 04:00:00,4.62,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6486,2023-09-28 05:00:00,4.97,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6487,2023-09-28 06:00:00,5.03,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6488,2023-09-28 07:00:00,5.02,15.0,0.015,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6489,2023-09-28 08:00:00,6.02,140.0,0.14,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6490,2023-09-28 09:00:00,6.25,369.0,0.369,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6491,2023-09-28 10:00:00,5.94,562.0,0.562,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6492,2023-09-28 11:00:00,4.92,768.0,0.768,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6493,2023-09-28 12:00:00,4.18,872.0,0.872,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6494,2023-09-28 13:00:00,3.98,902.0,0.902,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6495,2023-09-28 14:00:00,5.1,850.0,0.85,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6496,2023-09-28 15:00:00,5.38,735.0,0.735,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6497,2023-09-28 16:00:00,5.33,567.0,0.567,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6498,2023-09-28 17:00:00,5.37,349.0,0.349,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6499,2023-09-28 18:00:00,4.75,130.0,0.13,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6500,2023-09-28 19:00:00,4.81,7.0,0.007,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6501,2023-09-28 20:00:00,5.11,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6502,2023-09-28 21:00:00,4.36,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6503,2023-09-28 22:00:00,4.33,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6504,2023-09-28 23:00:00,4.62,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6505,2023-09-29 00:00:00,5.15,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6506,2023-09-29 01:00:00,5.32,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6507,2023-09-29 02:00:00,5.53,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6508,2023-09-29 03:00:00,5.9,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6509,2023-09-29 04:00:00,6.36,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6510,2023-09-29 05:00:00,6.56,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6511,2023-09-29 06:00:00,6.49,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6512,2023-09-29 07:00:00,6.08,15.0,0.015,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6513,2023-09-29 08:00:00,5.32,158.0,0.158,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6514,2023-09-29 09:00:00,5.95,388.0,0.388,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6515,2023-09-29 10:00:00,5.64,595.0,0.595,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6516,2023-09-29 11:00:00,5.19,747.0,0.747,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6517,2023-09-29 12:00:00,5.75,846.0,0.846,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6518,2023-09-29 13:00:00,6.46,895.0,0.895,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6519,2023-09-29 14:00:00,6.44,854.0,0.854,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6520,2023-09-29 15:00:00,5.69,742.0,0.742,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6521,2023-09-29 16:00:00,5.26,570.0,0.57,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6522,2023-09-29 17:00:00,4.96,352.0,0.352,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6523,2023-09-29 18:00:00,4.52,132.0,0.132,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6524,2023-09-29 19:00:00,3.18,7.0,0.007,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6525,2023-09-29 20:00:00,3.55,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6526,2023-09-29 21:00:00,3.54,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6527,2023-09-29 22:00:00,3.58,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6528,2023-09-29 23:00:00,5.02,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6529,2023-09-30 00:00:00,5.35,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6530,2023-09-30 01:00:00,5.84,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6531,2023-09-30 02:00:00,5.61,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6532,2023-09-30 03:00:00,5.1,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6533,2023-09-30 04:00:00,4.92,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6534,2023-09-30 05:00:00,4.72,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6535,2023-09-30 06:00:00,5.14,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6536,2023-09-30 07:00:00,4.8,16.0,0.016,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6537,2023-09-30 08:00:00,4.43,156.0,0.156,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6538,2023-09-30 09:00:00,4.43,387.0,0.387,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6539,2023-09-30 10:00:00,4.14,597.0,0.597,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6540,2023-09-30 11:00:00,3.76,768.0,0.768,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6541,2023-09-30 12:00:00,3.55,889.0,0.889,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6542,2023-09-30 13:00:00,2.82,926.0,0.926,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6543,2023-09-30 14:00:00,1.88,884.0,0.884,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6544,2023-09-30 15:00:00,1.3,764.0,0.764,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6545,2023-09-30 16:00:00,1.35,584.0,0.584,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6546,2023-09-30 17:00:00,2.27,360.0,0.36,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6547,2023-09-30 18:00:00,3.22,133.0,0.133,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6548,2023-09-30 19:00:00,4.13,6.0,0.006,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6549,2023-09-30 20:00:00,5.46,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6550,2023-09-30 21:00:00,5.43,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6551,2023-09-30 22:00:00,5.53,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6552,2023-09-30 23:00:00,5.81,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6553,2023-10-01 00:00:00,5.77,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6554,2023-10-01 01:00:00,5.64,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6555,2023-10-01 02:00:00,5.33,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6556,2023-10-01 03:00:00,5.56,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6557,2023-10-01 04:00:00,5.22,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6558,2023-10-01 05:00:00,5.08,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6559,2023-10-01 06:00:00,5.3,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6560,2023-10-01 07:00:00,5.4,13.0,0.013,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6561,2023-10-01 08:00:00,5.52,136.0,0.136,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6562,2023-10-01 09:00:00,6.87,338.0,0.338,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6563,2023-10-01 10:00:00,7.09,559.0,0.559,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6564,2023-10-01 11:00:00,5.63,717.0,0.717,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6565,2023-10-01 12:00:00,5.44,837.0,0.837,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6566,2023-10-01 13:00:00,6.02,838.0,0.838,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6567,2023-10-01 14:00:00,6.55,798.0,0.798,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6568,2023-10-01 15:00:00,5.51,734.0,0.734,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6569,2023-10-01 16:00:00,4.26,574.0,0.574,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6570,2023-10-01 17:00:00,4.33,343.0,0.343,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6571,2023-10-01 18:00:00,4.83,118.0,0.118,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6572,2023-10-01 19:00:00,5.5,6.0,0.006,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6573,2023-10-01 20:00:00,4.9,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6574,2023-10-01 21:00:00,4.11,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6575,2023-10-01 22:00:00,3.89,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6576,2023-10-01 23:00:00,4.24,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6577,2023-10-02 00:00:00,3.52,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6578,2023-10-02 01:00:00,3.8,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6579,2023-10-02 02:00:00,4.01,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6580,2023-10-02 03:00:00,3.44,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6581,2023-10-02 04:00:00,3.31,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6582,2023-10-02 05:00:00,3.71,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6583,2023-10-02 06:00:00,4.11,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6584,2023-10-02 07:00:00,3.91,15.0,0.015,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6585,2023-10-02 08:00:00,3.74,153.0,0.153,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6586,2023-10-02 09:00:00,4.25,377.0,0.377,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6587,2023-10-02 10:00:00,4.77,611.0,0.611,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6588,2023-10-02 11:00:00,5.15,781.0,0.781,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6589,2023-10-02 12:00:00,4.0,890.0,0.89,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6590,2023-10-02 13:00:00,2.48,925.0,0.925,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6591,2023-10-02 14:00:00,1.43,878.0,0.878,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6592,2023-10-02 15:00:00,0.91,758.0,0.758,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6593,2023-10-02 16:00:00,0.71,576.0,0.576,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6594,2023-10-02 17:00:00,0.2,353.0,0.353,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6595,2023-10-02 18:00:00,0.41,127.0,0.127,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6596,2023-10-02 19:00:00,0.98,5.0,0.005,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6597,2023-10-02 20:00:00,1.35,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6598,2023-10-02 21:00:00,1.8,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6599,2023-10-02 22:00:00,3.03,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6600,2023-10-02 23:00:00,4.69,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6601,2023-10-03 00:00:00,4.51,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6602,2023-10-03 01:00:00,4.08,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6603,2023-10-03 02:00:00,4.1,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6604,2023-10-03 03:00:00,3.88,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6605,2023-10-03 04:00:00,3.69,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6606,2023-10-03 05:00:00,3.35,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6607,2023-10-03 06:00:00,2.86,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6608,2023-10-03 07:00:00,2.38,15.0,0.015,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6609,2023-10-03 08:00:00,2.16,157.0,0.157,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6610,2023-10-03 09:00:00,1.49,377.0,0.377,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
6611,2023-10-03 10:00:00,3.04,587.0,0.587,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
